,#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC,Lyrics
26,27,You Proof,['Morgan Wallen'],79,120,contemporary country,Country,One Thing At A Time,2023-03-03,02:37,73,82,32,0,68,0,50,-5,A Major,4,2024-11-09,5W4kiM2cUYBJXKRudNyxjW,Big Loud Records / Mercury Records / Republic Records,11B,USUG12203266,"19 ContributorsYou Proof Lyrics[Verse 1]
Yeah, I've been throwin' down the whiskey
I oughta get my money back
Someone said it drowns the memory
Aw, but it ain't doin' jack
Yeah, I been sippin', I been buzzin'
Shootin' doubles like it's nothin'
Aw, but nothin' makes you go away

[Chorus]
I need somethin' you proof
Somethin' stronger than I'm used to
Yeah, I been pullin' ninety to a hundred
Feel like nothing's gonna cut it
That's the hard truth
Yeah, I need somethin' you proof
Aw, I need somethin' you proof

[Verse 2]
Poured 'em up 'til they shuttin' 'em down, yeah
You never ain't not around, yeah
Don't matter what time or town
I can't get you gone
Turned the bar, yeah, upside down
Just lookin' for somethin' that does it
I'd give 'em all my money
You might also like[Chorus]
Ain't nobody sellin' nothin' you proof
Somethin' stronger than I'm used to
Yeah, I been pullin' ninety to a hundred
Feel like nothing's gonna cut it
That's the hard truth
Yeah, I need somethin' you proof
Aw, I need somethin' you proof

[Bridge]
Hey, I been mixin' liquors tryna get you gone
Aw, but I must be doin' somethin' wrong
'Cause I been workin' hard to fade your memory
Baby, but the only thing faded is me

[Chorus]
I need somethin' you proof
Somethin' stronger than I'm used to
Yeah, I been pullin' ninety to a hundred
Feel like nothing's gonna cut it
That's the hard truth
I need somethin' you proof
(Poured 'em up 'til they shuttin' 'em down, yeah)
(You never ain't not around, yeah)
Aw, I need somethin' you proof
(Don't matter what time or town)
(I can't get you gone)
[Outro]
(Turned the bar, yeah, upside down)
(Just lookin' for somethin' that does it)
(I'd give 'em all my money)
(Ain't nobody sellin' nothin' you proof)4Embed"
27,28,Bad Habit,['Steve Lacy'],80,169,afrofuturism,R&B,Gemini Rights,2022-07-15,03:52,69,49,61,0,70,0,40,-7,C♯/D♭ Major,4,2024-11-09,4k6Uh1HXdhtusDW5y8Gbvy,L-M Records/RCA Records,3B,USRC12201440,"101 ContributorsTranslationsEspañolPortuguês한국어РусскийBad Habit Lyrics[Intro: Steve Lacy & Fousheé]
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me

[Verse 1: Steve Lacy]
What you, ooh, uh, what you do?
Made a move, could've made a move
If I knew I'd be with you
Is it too late to pursue?

[Chorus: Steve Lacy]
I bite my tongue, it's a bad habit
Kinda mad that I didn't take a stab at it
Thought you were too good for me, my dear
Never gave me time of day, my dear
It's okay, things happen for
Reasons that I think are sure, yeah

[Post-Chorus: Steve Lacy & Fousheé]
I wish I knew
I wish I knew you wanted me (I wish I knew)
I wish I knew (Oh)
I wish I knew you wanted me
I wish I knew (Yeah)
I wish I knew you wanted me (Oh)
I wish I knew
I wish I knew you wanted me
You might also like[Verse 2: Steve Lacy]
Please say to me (Please just say to me)
If you still want it
I wish you wouldn't play with me
I wanna know (I wanna know)

[Chorus: Steve Lacy]
Can I bite your tongue like my bad habit?
Would you mind if I tried to make a pass at it?
No, you're not too good for me, my dear
Funny you come back to me, my dear
It's okay, things happen for
Reasons that I can't ignore, yeah

[Post-Chorus: Steve Lacy & Fousheé]
I wish I knew
I wish I knew you wanted me
I wish I knew (Wish I knew)
I wish I knew you wanted me (Oh)

[Bridge: Steve Lacy]
You can't surprise a Gemini (I wish I knew)
I'm everywhere, I'm cross-eyed, and (I wish I knew you wanted me)
Now that you're back, I can't decide (I wish I knew)
If I decide if you're invited (I wish I knew you wanted me)
You always knew the way to wow me
Fuck around, get tongue-tied, and
I turn it on, I make it rowdy
Then carry on, but I'm not hidin'
You grabbin' me hard 'cause you know what you found
It's biscuits, it's gravy, babe
[Instrumental Break]

[Outro: Steve Lacy, Steve Lacy & Fousheé]
You can't surprise a Gemini
But you know it's biscuits, it's gravy, babe
I knew you'd come back around
'Cause you know it's biscuits, it's gravy, babe
Let's fuck in the back of the mall, lose control
Go stupid, go crazy, babe
I know I'll be in your heart 'til the end
You'll miss me, don't beg me, babe25Embed"
28,29,Sunroof,"['Nicky Youre', 'dazy']",61,131,"singer-songwriter pop, ",Pop,Sunroof (Remixes),2022-08-12,02:43,77,71,35,0,84,0,10,-5,A#/B♭ Major,4,2024-11-09,6WHSNH8PhDHbpYxg4I181o,Columbia,6B,USQX92202129,"45 ContributorsTranslationsEspañolPortuguêsSunroof Lyrics[Intro]
La-da, la-da-da, la-da-da
La-da, la-da-di-da-da, la-da-da-da-da
La-da, la-da-da, la-da-da
La-da, la-da-di-da

[Chorus]
I got my head out the sunroof
I'm blastin' our favorite tunes
I only got one thing on my mind
You got me stuck on the thought of you
You're makin' me feel brand new
You're more than a sunshine in my eyes

[Verse]
You got those pretty eyes in your head, you know it
You got me dancin' in my bed, so let me show it
You are exactly what I want, kinda cool and kinda not
Wanna give myself to you

[Pre-Chorus]
Yeah, we're drivin' down the freeway at night
I only got one thing in the back of my mind
(You got me stuck on the thought of you)
I'm feelin' like this might be my time to shine
With you, with you, with you
You might also like[Chorus]
I got my head out the sunroof
I'm blastin' our favoritе tunes
I only got one thing on my mind
You got me stuck on thе thought of you
You're makin' me feel brand new
You're more than a sunshine in my eyes

[Post-Chorus]
I got my head out the sunroof
Oh woah, oh woah, ooh
You got me stuck on the thought of you
Oh woah, oh woah, ooh

[Instrumental Break]

[Pre-Chorus]
Yeah, we're drivin' down the freeway at night
I only got one thing in the back of my mind
(You got me stuck on the thought of you)
I'm feelin' like this might be my time to shine
With you, with you, with you

[Chorus]
I got my head out the sunroof
I'm blastin' our favorite tunes
I only got one thing on my mind
You got me stuck on the thought of you
You're makin' me feel brand new
You're more than a sunshine in my eyes
[Outro]
La-da, la-da-da, la-da-da
La-da, la-da-di-da-da, la-da-da-da-da
La-da, la-da-da, la-da-da
La-da, la-da-di-da-da, da-da
La-da, la-da-da, la-da-da
La-da, la-da-di-da-da, la-da-da-da-da
La-da, la-da-da, la-da-da
La-da, la-da-di-da-da, da-da7Embed"
29,30,One Right Now (with The Weeknd),"['Post Malone', 'The Weeknd']",68,97,"dfw rap, melodic rap, pop, rap, canadian contemporary r&b, canadian pop","R&B, Pop, Hip Hop",One Right Now,2021-11-05,03:13,69,78,4,0,69,0,0,-5,C♯/D♭ Major,4,2024-11-09,00Blm7zeNqgYLPtW6zg8cj,Republic Records,3B,USUM72120404,"1 ContributorToday’s Top Hits 11/5/21 (feat. Post Malone & The Weeknd) Lyrics1. Post Malone - One Right Now (with The Weeknd) (NEW)

2. Ed Sheeran - Shivers (+5)

3. Adele - Easy On Me (-1)

4. The Kid LAROI - Stay (with Justin Bieber) (-1)

5. Travis Scott - ESCAPE PLAN (NEW)

6. Lil Nas X - INDUSTRY BABY (feat. Jack Harlow) (-2)

7. CKay - love nwantiti (ah ah ah) (+1)

8. Glass Animals - Heat Waves (-3)

9. Elton John & Dua Lipa - Cold Heart (PNAU Remix) (+3)

10. Ed Sheeran - Overpass Graffiti (-9)

11. LISA - MONEY (-5)

12. Doja Cat - Woman (-3)

13. Justin Bieber - Ghost (+1)
14. Bruno Mars, Andersson .Paak & Silk Sonic - Smokin Out The Window (NEW)

15. Swedish House Mafia - Moth To A Flame (with The Weeknd) (-5)

16. NEIKED, Mae Muller & Polo G - Better Days (NEIKED x Mae Muller x Polo G) (+4)

17. Benson Boone - GHOST TOWN (+16)

18. Coldplay & BTS - My Universe (-7)

19. Ed Sheeran - Bad Habits (-4)

20. Lil Nas X - THATS WHAT I WANT (-7)

21. Billie Eilish - Happier Than Ever (Edit) (-5)

22. Olivia Rodrigo - good 4 u (-5)

23. Oliver Tree - Life Goes On (-1)

24. Doja Cat - Need To Know (-6)

25. Lost Frequеncies & Calum Scott - Where Arе You Now (=)

26. Tiësto & KAROL G - Don't Be Shy (-5)
27. Farruko - Pepas (-1)

28. Måneskin - Beggin' (-5)

29. Lil Nas X - MONTERO (Call Me By Your Name) (-5)

30. The Weeknd - Take My Breath (-3)

31. Joel Corry & Jax Jones - OUT OUT (feat. Charli XCX & Saweetie) (-3)

32. DJ Snake - SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK) (-3)

33. Kanye West - Praise God (NEW)

34. Doja Cat - Kiss Me More (feat. SZA) (-4)

35. THE ANXIETY, WILLOW & Tyler Cole - Meet Me At Our Spot (-3)

36. Young Thug - Livin It Up (with Post Malone & A$AP Rocky) (-5)

37. Myke Towers, Camila Cabello & Tainy - Oh Na Na (-18)

38. Jason Derulo - Acapulco (-2)

39. BoyWithUke - Toxic (-1)
40. bbno$ - edamame (feat. Rich Brian) (-3)

41. Olivia Rodrigo - traitor (-7)

42. Coldplay & Selena Gomez - Let Somebody God (-7)

43. Dua Lipa - Levitating (feat. DaBaby) (-2)

44. Sleepy Hallow - 2055 (-5)

45. Blxst & Tyga - Chosen (feat. Ty Dolla $ign) (-1)

46. Tai Verdes - A-O-K (-3)

47. Camila Cabello - Don't Go Yet (-5)

48. Clinton Kane - I GUESS I'M IN LOVE (+2)

49. Chlöe - Have Mercy (-3)

50. Drake - Way 2 Sexy (with Future & Young Thug) (-10)Embed"
30,31,good 4 u,['Olivia Rodrigo'],81,167,pop,Pop,SOUR,2021-05-21,02:58,56,66,34,0,69,10,0,-5,A Major,4,2024-11-09,4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo PS,11B,USUG12101245,"281 ContributorsTranslationsEspañolTürkçeSvenskaPortuguêsPortuguês日本語ItalianoMagyarDeutschFrançaisChinese TraditionalالعربيةNorsk (bokmål / riksmål)РусскийCatalàHebrewgood 4 u Lyrics[Intro]
(Ah)

[Verse 1]
Well, good for you, I guess you moved on really easily
You found a new girl and it only took a couple weeks
Remember when you said that you wanted to give me the world?
(World)
And good for you, I guess that you've been workin' on yourself
I guess that therapist I found for you, she really helped
Now you can be a better man for your brand-new girl (Girl)

[Chorus]
Well, good for you
You look happy and healthy, not me
If you ever cared to ask
Good for you
You're doin' great out there without me, baby
God, I wish that I could do that
I've lost my mind, I've spent the night
Cryin' on the floor of my bathroom
But you're so unaffected, I really don't get it
But I guess good for you

[Verse 2]
Well, good for you, I guess you're gettin' everything you want (Ah)
You bought a new car and your career's really takin' off (Ah)
It's like we never even happened
Baby, what the fuck is up with that? (Ah)
And good for you, it's like you never even met me
Remember when you swore to God I was the only
Person who ever got you? Well, screw that, and screw you
You will never have to hurt the way you know that I do
See Olivia Rodrigo LiveGet tickets as low as $84You might also like[Chorus]
Well, good for you
You look happy and healthy, not me
If you ever cared to ask
Good for you
You're doin' great out there without me, baby
God, I wish that I could do that
I've lost my mind, I've spent the night
Cryin' on the floor of my bathroom
But you're so unaffected, I really don't get it
But I guess good for you

[Break]
(Ah-ah-ah-ah)
(Ah-ah-ah-ah)

[Bridge]
Maybe I'm too emotional
But your apathy's like a wound in salt
Maybe I'm too emotional
Or maybe you never cared at all
Maybe I'm too emotional
Your apathy is like a wound in salt
Maybe I'm too emotional
Or maybe you never cared at all
[Chorus]
Well, good for you
You look happy and healthy, not me
If you ever cared to ask
Good for you
You're doin' great out there without me, baby
Like a damn sociopath
I've lost my mind, I've spent the night
Cryin' on the floor of my bathroom
But you're so unaffected, I really don't get it
But I guess good for you

[Outro]
Well, good for you, I guess you moved on really easily262Embed"
31,32,Numb Little Bug,['Em Beihold'],67,85,"alt z, gen z singer-songwriter",Pop,Numb Little Bug,2022-01-28,02:49,74,53,33,0,64,0,20,-7,G#/A♭ Minor,4,2024-11-09,3o9kpgkIcffx0iSwxhuNI2,"Republic Records/Moon Projects, LLC.",1A,USUM72200626,"63 ContributorsTranslationsDeutschNumb Little Bug Lyrics[Verse 1]
I don't feel a single thing
Have the pills done too much?
Haven't caught up with my friends in weeks
And now we're outta touch
I've been drivin' in L.A
And the world, it feels too big
Like a floating ball that's bound to break
Snap my psyche like a twig

[Pre-Chorus]
And I just wanna see
If you feel the same as me

[Chorus]
Do you ever get a little bit tired of life?
Like you're not really happy but you don't wanna die
Like you're hangin' by a thread but you gotta survive
'Cause you gotta survive
Like your body's in the room but you're not really there
Like you have empathy inside but you don't really care
Like you're fresh outta love but it's been in the air
Am I past repair?

[Post-Chorus]
A little bit tired of trying to care when I don't
A little bit tired of quick repairs to cope
A little bit tired of sinkin', there's water in my boat
I'm barely breathin', tryna stay afloat
So I got these quick repairs to cope
Guess I'm just broken and broke
You might also like[Verse 2]
The prescription's on its way
With a name I can't pronounce
And the dose I gotta take
Boy, I wish that I could count

[Pre-Chorus]
'Cause I just wanna see
If this could make me happy

[Chorus]
Do you ever get a little bit tired of life?
Like you're not really happy but you don't wanna die
Like you're hangin' by a thread but you gotta survive
'Cause you gotta survive
Like your body's in the room but you're not really there
Like you have empathy inside but you don't really care
Like you're fresh outta love but it's been in the air
Am I past repair?

[Post-Chorus]
A little bit tired of trying to care when I don't
A little bit tired of quick repairs to cope
A little bit tired of sinkin', there's water in my boat
I'm barely breathin', tryna stay afloat
So I got these quick repairs to cope
[Outro]
Do you ever get a little bit tired of life?
Like you're not really happy but you don't wanna die
Like a numb little bug that's gotta survive
That's gotta survive19Embed"
32,33,Jimmy Cooks (feat. 21 Savage),"['Drake', '21 Savage']",79,166,"canadian hip hop, canadian pop, hip hop, pop rap, rap, atl hip hop","Hip Hop, Pop","Honestly, Nevermind",2022-06-17,03:38,53,67,0,0,37,10,0,-5,C Major,4,2024-11-09,3F5CgOj3wFlRv51JsHbxhe,OVO,8B,USUG12204897,"1 ContributorNew Music Friday 06/17/22 LyricsDrake - Falling Back
Lil Baby - U-Digg (feat. 42 Dugg & Veeze)
FKA twigs - killer
Steve Lacy - Mercury
Chlöe - Surprise
Chris Brown - Call Me Every Day (feat. WizKid)
Gucci Mane - First Impression (feat. Quavo & Yung Miami)
Drake - Jimmy Cooks (feat. 21 Savage)
Diddy - Gotta Move On (feat. Bryson Tiller)
John Legend - Honey (with Muni Long)
Chance the Rapper - The Highs & The Lows
Leon Bridges - Summer Moon (feat. Kevin Kaarl)
SleazyWorld Go - Step 1 (with Offset)
Kota the Friend - FATHER'S DAY
Drake - Sticky
BRELAND - Natural
French Montana - Blue Chills
Flo Milli - Conceited
Kevin Gates - Hard To Sleep
TSHA - Giving Up
Cautious Clay - Puffer
Logic - In my lifetime (feat. Action Bronson)
CKay - WATAWI (feat. Davido, Focalistic & Abidoza)
Black Eyed Peas - DON'T YOU WORRY
SoFaygo - Count Me Out
Precious Pepala - My Eyes Only
Bartees Strange - Wretched
MICHELLE - FOOL 4 U
BROCKHAMPTON - Hollywood Swinging
Lil Mosey - Breathin Again
Kay Flock - Make A Movie (feat. Fivio Foreign)
Overpade - timing !
Flying Lotus - The Room
Rico Nasty - Black Punk
Joy Oladokun - That's How God Made Me
DJ Frass - Sweet Bounce
WizTheMc - Fck Love
Money Man - New York
JELEEL! - CLUBHOUSE! (FEAT. MIKE DIMES)
Aya Nakamura - Méchante
Babyface - Keeps On Fallin' (with Ella Mai)
Smiley - Rush Hour Freestyle
Scorey - No Names
Hotboii - Rich How I'm Dyin
Social House - Bentley Coupe
Bryce Vine - Nobody
Erica Banks - Trick
Ben Harper - We Need To Talk About It
bLAck pARty - On My Way
ILOVEMAKONNEN - ALL MY SHIT IS STUPID 🐚
Lupe Fiasco - DRILL MUSIC IN ZION
Al-Doms - HAHA (feat. Pusha T)
Beenie Man - Want Some
JAY1 - Mercedes
BIG30 - Dead Guyz
Big Scarr - Yeah Whoa (feat. Nardo Wick & Gucci Mane)
B.o.B - Scenic Route
Nova Twins - Choose Your Fighter
Nesta - Jah Knows
Jada Kingdom - Fling It Back
Xavier Omär - Tarantino
Raury - Heatwave
Dua Saleh - chosen
Hit-Boy - CORSA
Wale the Sage - Family Affair
LUCKI - Y NOT?
Kingna Scott - VA Sway
Santigold - Ain’t Ready
WESTSIDE BOOGIE - NONCHALANT (feat. Mamii)
Lakeyah - Record Straight
Nate Husser - Lil Big
Kadhja Bonet - JGS
Bino Rideaux - OUTTA LINE
REASON - Is What It Is
Maverick City Music - Fear is Not My Future 🐚
TyFontaine - By MySelf
ELHAE - Know
RJAE - Like A Ghost (ft. Stunna Gambino)
Shaboozey - GAS!
Tempest - Agua
LAYA - Sock It 2 Me
Ego Ella May - Miss U
Benjamin Carter - Black Boys On The Radio
Haich Ber Na - St. Leville
DellaXOZ - i want, doesn't get
Rook Monroe - Lightning In A Bottle
papichuloteej - Overdrive
Ark Woods - Oh Yeah
Yaya Bey - big daddy ya 🕒
James Mantis - NEW SHOES
Dana Williams - Uncomplicated
d0llywood1 - a song about our feelings
Ambré - I'm Baby (ft. Jvck James)
Coco & Breezy - Just Say
Take Van - How'd You Go out Like That
Enumclaw - Jimmy Neutron
Felix Da Housecat - Go Hard
O.N.E The Duo - Stuck in the Middle
Chastity Brown - GertrudeEmbed"
33,34,'Til You Can't,['Cody Johnson'],71,160,"classic texas country, contemporary country, modern country pop","Country, Pop",Human The Double Album,2021-10-08,03:44,50,82,5,0,46,0,10,-5,C♯/D♭ Major,4,2024-11-09,4k3lPl8YTKuY8c1HelVnm3,CoJo Music/Warner Music Nashville,3B,QMCQK1900137,"15 Contributors’Til You Can’t Lyrics[Verse 1]
You can tell your old man you'll do some large-mouth fishin' another time
You just got too much on your plate to bait and cast a line
You can always put a rain check in his hand
'Til you can't

[Verse 2]
You can keep puttin' off forever with that girl who's heart you hold
Swearin' that you'll ask someday further down the road
You can always put a diamond on her hand
'Til you can't

[Chorus]
If you got a chance take it
Take it while you got a chance
If you got a dream chase it
'Cause a dream won't chase you back
If you're gonna love somebody
Hold 'em as long and as strong and as close as you can
'Til you can't

[Verse 3]
There's a box of greasy parts sittin' in the trunk of that sixty-five
Still waitin' on you and your grandad to bring it back to life
You can always get around to fixin' up that Pontiac
'Til you can't
See Cody Johnson LiveGet tickets as low as $30You might also like[Chorus]
If you got a chance take it
Take it while you got a chancе
If you got a dream chase it
'Cause a drеam won't chase you back
If you're gonna love somebody
Hold 'em as long and as strong and as close as you can
'Til you can't

[Bridge]
So take that phone call from your mama
Just talk away
'Cause you'll never know how bad you wanna
'Til you can't some day
Don't wait on tomorrow 'cause tomorrow may not show
Say your sorry's, I love you's
'Cause, man, you never know

[Chorus]
If you got a chance take it
Take it while you got a chance
If you got a dream chase it
'Cause a dream won't chase you back
If you're gonna love somebody
Hold 'em as long and as strong and as close as you can
'Til you can't
Yeah, if you got a chance take it (Take it)
Take it while you got a chance
If you got a dream chase it
'Cause a dream won't chase you back
If you're gonna love somebody
Hold 'em as long and as strong and as close as you can
'Til you can't
'Til you can't
[Outro]
Yeah
Take it1Embed"
34,35,Fancy Like,['Walker Hayes'],69,80,"contemporary country, country, country road, modern country rock","Country, Rock",Country Stuff The Album,2022-01-21,02:41,65,77,11,0,86,0,30,-6,C♯/D♭ Major,4,2024-11-09,58UKC45GPNTflCN6nwCUeF,Monument Records,3B,USQX92101534,"49 ContributorsFancy Like Lyrics[Verse 1]
Ayy
My girl is bangin', she's so low maintenance
Don't need no champagne-poppin' entertainment
Take her to Wendy's, can't keep her off me
She wanna dip me like them fries in her Frosty

[Pre-Chorus]
But every now and then, when I get paid
I gotta spoil my baby with an upgrade (Yeah)
Ayy, ayy, ayy

[Chorus]
Yeah, we fancy like Applebee's on a date night
Got some Bourbon Street steak with the Oreo shake
Get some whipped cream on the top, too
Two straws, one check, girl, I got you
Bougie like Natty in the styrofoam
Squeaky-squeakin' in the truck bed all the way home
With some Alabama-jamma, she my Dixieland delight (Hey)
That's how we do, how we do, fancy like

[Post-Chorus]
Ooh
Fancy like, ooh
Fancy like, ooh
Fancy like, ooh
You might also like[Verse 2]
Uh
Don't need no Tesla to impress her (Don't need no Tesla to impress her)
My girl is happy rollin' on a Vespa (There she go)
Don't need no mansion to get romancin' (Ooh, woo)
She's super fine, double wide, slow dancin' (Slow dancin')

[Pre-Chorus]
But every now and then, when I get paid
I gotta spoil my baby with an upgrade (Yeah)
Ayy, ayy, ayy

[Chorus]
Yeah, we fancy like Applebee's on a date night (That's right)
Got some Bourbon Street steak with the Oreo shake (Ayy)
Get some whipped cream on the top, too (Gotta add that whipped cream)
Two straws, one check, girl, I got you (Girl, I got you)
Bougie like Natty in the styrofoam (Styrofoam)
Squeaky-squeakin' in the truck bed all the way home (All the way home)
With some Alabama-jamma, she my Dixieland delight (Hey)
That's how we do, how we do, fancy like

[Bridge]
My new, clean blue jeans without the holes in 'em
Country kisses on my lips without  the Skoal in 'em
Yeah, she probably gon' be keepin' some Victoria's Secrets
Maybe a little Maybelline but she don't need it
In the kitchen light, radio slows down
Boxed wine, then her up-do goes down
[Chorus]
Ayy
Yeah, we fancy like Applebee's on a date night (That's right)
Got some Bourbon Street steak with the Oreo shake (Ayy)
Get some whipped cream on the top, too (Gotta add that whipped cream)
Two straws, one check, girl, I got you
Bougie like Natty in the styrofoam (Styrofoam)
Squeaky-squeakin' in the truck bed all the way home (All the way home)
With some Alabama-jamma, she my Dixieland delight (Hey)
That's how we do, how we do, fancy like9Embed"
35,36,The Kind of Love We Make,['Luke Combs'],66,102,"contemporary country, country",Country,The Kind of Love We Make,2022-06-17,03:44,61,75,2,0,46,0,0,-4,C♯/D♭ Major,4,2024-11-09,28n8z9IQKyjMPxmvYMBqZa,River House Artists/Columbia Nashville,3B,US6XF2200076,"12 ContributorsTranslationsEspañolThe Kind of Love We Make Lyrics[Verse 1]
We've been burnin' both ends
Keepin' the lights on
So I've been thinkin' we need
A little time alone

[Pre-Chorus]
So what you say we cancel our plans?
Tonight I'm only gonna be your man

[Chorus]
Let's get some candles burning
And some records turning
All the lights down low
Take it nice and slow
The way your body's moving
Keep doing what you're doing to me all night long
Writin' our love song
Girl, I want it, gotta have it
Let the passion take us to a higher place
Makin' the kind of love we make

[Verse 2]
There ain't no way, baby
To get me out this house
When you look this good
What could I even think about? Oh, oh
See Luke Combs LiveGet tickets as low as $43You might also like[Pre-Chorus]
Besides turn around and lockin' the door
Watching your red dress fall to the floor

[Chorus]
Let's get some candles burning
And some records turning
All the lights down low
Take it nice and slow
The way your body's moving
Keep doing what you're doing to me all night long
Writin' our love song
Girl, I want it, gotta have it
Let the passion take us to a higher place
Makin' the kind of love we make

[Bridge]
Kind of love we make

[Pre-Chorus]
So what you say we cancel our plans?
Tonight I'm only gonna be your man

[Chorus]
Let's get some candles burning
Some records turning
All the lights down low
Take it nice and slow
The way your body's moving
Keep doing what you're doing to me all night long
Writin' our love song
Girl, I want it, gotta have it
Let the passion take us to a higher place
Girl, I want it, gotta have it
Let the passion take us to a higher place
Makin' the kind of love we make
Kind of love we make
Makin' the kind of love we make1Embed"
36,37,I Ain't Worried,['OneRepublic'],79,140,"piano rock, pop","Rock, Pop",I Ain’t Worried (Music From The Motion Picture  Top Gun: Maverick ),2022-05-13,02:28,70,80,8,0,83,0,0,-6,C Major,4,2024-11-09,4h9wh7iOZ0GGn8QVp4RAOB,Interscope Records,8B,USUM72206227,"52 ContributorsTranslationsDeutschEspañolI Ain’t Worried Lyrics[Verse 1]
I don't know what you've been told
But time is running out, no need to take it slow
I'm stepping to you toe-to-toe
I should be scared, honey, maybe so

[Chorus]
But I ain't worried 'bout it right now (Right now)
Keeping dreams alive, 1999, heroes
I ain't worried 'bout it right now (Right now)
Swimmin' in the floods, dancing on the clouds below

[Post-Chorus]
I ain't worried 'bout it
I ain't worried 'bout it (Hey)

[Verse 2]
I don't know what you've been told
But time is running out so spend it like it's gold
I'm living like I'm nine-zeros
Got no regrets even when I am broke (Yeah)
I'm at my best when I got something I'm wanting to steal
Way too busy for them problems and problems to feel (Yeah, yeah)
No stressing, just obsessing with sealing the deal
I'll take it in and let it go
See OneRepublic LiveGet tickets as low as $76You might also like[Chorus]
But I ain't worried 'bout it right now (Right now)
Keeping dreams alive, 1999, heroes
I ain't worried 'bout it right now (Right now)
Swimmin' in the floods, dancing on the clouds below

[Post-Chorus]
I ain't worried 'bout it
I ain't worried 'bout it (Hey)

[Bridge]
Ooh, I ain't worried
Ooh, oh, no, no

[Chorus]
I ain't worried 'bout it right now (Right now)
Keeping dreams alive, 1999, heroes
I ain't worried 'bout it right now (Right now)
Swimmin' in the floods, dancing on the clouds below

[Post-Chorus]
I ain't worried 'bout it (Ooh, hey)
I ain't worried 'bout it (Ooh, hey)

[Outro]
I ain't worried 'bout it5Embed"
